Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
Instagram,IGTV,INSTAGRAM001,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-06,394,62,21,3677,0.17,477
Instagram,Reel,INSTAGRAM002,Great experience with tudung paling viral 2025! Highly recommended in Malaysia.,Negative,2025-09-26,262,63,22,2834,0.22,347
Instagram,Story,INSTAGRAM003,Just tried tudung paling viral 2025 - amazing quality and value!,Neutral,2025-09-09,174,28,21,1827,0.46,223
Instagram,Reel,INSTAGRAM004,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-10,208,30,28,2482,0.36,266
Instagram,Story,INSTAGRAM005,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-01,333,84,49,4540,0.18,466
Instagram,Reel,INSTAGRAM006,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-01,187,42,35,1115,0.1,264
Instagram,Reel,INSTAGRAM007,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Neutral,2025-09-15,281,47,23,3646,0.53,351
Instagram,Photo,INSTAGRAM008,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-06,224,36,39,1194,0.1,299
Instagram,Video,INSTAGRAM009,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-08,451,92,46,5770,0.39,589
Instagram,Reel,INSTAGRAM010,Just tried tudung paling viral 2025 - amazing quality and value!,Neutral,2025-09-30,500,79,70,2510,0.47,649
Instagram,Video,INSTAGRAM011,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-22,276,64,33,3025,0.1,373
Instagram,Photo,INSTAGRAM012,Just tried tudung paling viral 2025 - amazing quality and value!,Neutral,2025-09-20,339,95,17,3556,0.55,451
Instagram,Reel,INSTAGRAM013,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-17,295,84,24,2337,0.36,403
Instagram,Story,INSTAGRAM014,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-02,247,29,16,3634,0.37,292
Instagram,Reel,INSTAGRAM015,Great experience with tudung paling viral 2025! Highly recommended in Malaysia.,Negative,2025-09-21,314,54,44,4087,0.35,412
Instagram,Video,INSTAGRAM016,Just tried tudung paling viral 2025 - amazing quality and value!,Neutral,2025-09-11,237,55,32,3221,0.52,324
Instagram,Reel,INSTAGRAM017,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Neutral,2025-09-28,128,30,11,1568,0.58,169
Instagram,Video,INSTAGRAM018,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-14,380,51,29,5505,0.1,460
Instagram,Reel,INSTAGRAM019,Just tried tudung paling viral 2025 - amazing quality and value!,Negative,2025-09-08,334,52,44,3026,0.19,430
Instagram,Story,INSTAGRAM020,tudung paling viral 2025 in Malaysia is really good. Worth trying!,Neutral,2025-09-08,481,84,37,6978,0.57,602
