Platform,Type,ID,Text,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement
Instagram,Photo,INSTAGRAM001,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-23,174,26,21,2179,0.39,221
Instagram,Reel,INSTAGRAM002,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Neutral,2025-09-26,115,13,13,1332,0.42,141
Instagram,IGTV,INSTAGRAM003,Just tried best budget smartphone Malaysia 2025 - amazing quality and value!,Neutral,2025-09-11,220,27,36,2064,0.57,283
Instagram,Video,INSTAGRAM004,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Negative,2025-09-04,483,118,74,5812,0.25,675
Instagram,Photo,INSTAGRAM005,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Negative,2025-09-11,272,36,37,3061,0.26,345
Instagram,Reel,INSTAGRAM006,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Negative,2025-09-18,198,28,12,2481,0.36,238
Instagram,Reel,INSTAGRAM007,Just tried best budget smartphone Malaysia 2025 - amazing quality and value!,Negative,2025-09-06,158,34,29,1433,0.25,221
Instagram,Photo,INSTAGRAM008,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Neutral,2025-09-21,486,101,26,6923,0.5,613
Instagram,Photo,INSTAGRAM009,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Neutral,2025-09-08,146,43,16,2129,0.57,205
Instagram,Photo,INSTAGRAM010,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-22,409,120,46,4327,0.33,575
Instagram,IGTV,INSTAGRAM011,Just tried best budget smartphone Malaysia 2025 - amazing quality and value!,Negative,2025-09-26,365,104,41,3749,0.18,510
Instagram,Photo,INSTAGRAM012,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Negative,2025-09-14,115,17,13,1049,0.29,145
Instagram,Story,INSTAGRAM013,Just tried best budget smartphone Malaysia 2025 - amazing quality and value!,Negative,2025-09-11,109,12,6,1122,0.33,127
Instagram,Video,INSTAGRAM014,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-29,148,38,20,1398,0.28,206
Instagram,Photo,INSTAGRAM015,best budget smartphone Malaysia 2025 in Malaysia is really good. Worth trying!,Negative,2025-09-25,313,77,52,4255,0.3,442
Instagram,Video,INSTAGRAM016,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Negative,2025-09-09,138,21,18,1190,0.1,177
Instagram,IGTV,INSTAGRAM017,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Negative,2025-09-15,241,65,16,1601,0.29,322
Instagram,Video,INSTAGRAM018,Just tried best budget smartphone Malaysia 2025 - amazing quality and value!,Negative,2025-09-27,360,55,50,3582,0.38,465
Instagram,Reel,INSTAGRAM019,Great experience with best budget smartphone Malaysia 2025! Highly recommended in Malaysia.,Negative,2025-09-08,437,65,40,4686,0.3,542
Instagram,IGTV,INSTAGRAM020,Just tried best budget smartphone Malaysia 2025 - amazing quality and value!,Negative,2025-09-03,131,18,7,1465,0.23,156
