platform,content,engagement,likes,comments,shares,sentiment,url,date
tiktok,kalian pasti butuh kasir yang seperti ini kan? #fypシ゚ ##fypシ゚ #fyppppppppppppppppppppppp,308294,250500.0,2094.0,17700.0,negative,https://www.tiktok.com/@adriadzar00/video/7628966921878162696,2026-06-08 22:50:37.655313
tiktok,"Kreator konten Jerome Polin rugi hingga Rp 38 miliar akibat dugaan fraud di internal Menantea, bisnis minuman teh yang ia dirikan bersama kakaknya, Jehian PS.

Laporan keuangan yang selama ini dikirim",255935,197400.0,1407.0,9128.0,neutral,https://www.tiktok.com/@kompascom/video/7628151245571673365,2026-06-08 22:50:50.801996
x,"Malaysia: “Paspor kalian lemah.”
Indonesia: “Iya.”

Malaysia: “Rupiah kalian anjlok.”
Indonesia: “Sepakat.”

Malaysia: “Negara kalian berantakan.”
Indonesia: “Lanjut.”

Malaysia: “Presiden kalian biji",127923,82885.0,706.0,17844.0,negative,https://x.com/Hidupsebagai62/status/2062888540334350651,2026-06-05 13:25:29+00:00
tiktok,Pilih salah satu investasi 🤑. Special guest: @yeyenbudianto #reksadana #investasipemula #tipsinvestasi,125657,97200.0,937.0,4520.0,neutral,https://www.tiktok.com/@doddybicarainvestasi/video/7371677174962670854,2026-06-08 22:50:45.330483
tiktok,Emang harus sabar2 kalo jualan😂 #spareparts #banyuwangi #sparepartmotor,121925,94200.0,968.0,757.0,neutral,https://www.tiktok.com/@ulfysss_/video/7347160759027223813,2026-06-08 22:50:43.086516
x,"🇺🇸👶🏻 O YouTuber Jesse Ridgway anuncia que ele e sua esposa decidiram ABORTAR seu filho ao saber que nasceria com Síndrome de Down.

A decisão foi divulgada por meio de um extenso comunicado nas plataf",115873,17344.0,2284.0,511.0,neutral,https://x.com/bralternativo_/status/2062632149539250639,2026-06-04 20:26:40+00:00
x,ada seorang bapak yang datang ke jobfair mewakili anaknya buat nitip CV karna anaknya lagi sakit dan anaknya udah jadi jobseeker selama 2 tahun https://t.co/Sie5sPSwDa,107781,66847.0,1372.0,11303.0,negative,https://x.com/hrdgenz/status/2063090116730786185,2026-06-06 02:46:28+00:00
tiktok,"“BELI EMAS DIKIRA PELABURAN KE”

Tetamu kali ini adalah @drzaharuddin CEO Elzar Group & Penasihat KEWANGAN SYARIAH ISLAM

Tonton Podcast Penuh di Channel Merah BuatSaja Podcast.

#FinancialSajaPodcast",89657,51600.0,757.0,24300.0,neutral,https://www.tiktok.com/@financialsaja.podcast/video/7623355178342829333,2026-06-08 22:50:59.337399
x,Man... se tolol tololnya pemerintahan beliau gw bersyukur dia menang bukan pas 2019 (tapi ini bukan dalam artian gw bersyukur dia menang atau apapun itu) coba kalo dia menang 2019? Apa ga mati semua k,81534,57963.0,380.0,5097.0,negative,https://x.com/Jamrd_fuzui/status/2063214303671656756,2026-06-06 10:59:57+00:00
tiktok,Modus PENIPUAN Terbaru ! Cara Mengenali Scam Call hening. Share Ke Orang Tersayang Kalian agar jangan menjadi Korban Scam ini #pikirduakali #moduspenipuan #ai #info #terbaru2026,74596,31800.0,596.0,30200.0,positive,https://www.tiktok.com/@kabar.62/video/7630294998071676180,2026-06-08 22:50:39.211831
x,"Indomar*t point kenapa sih 🙂‍

👩 : Aku
🦸‍♀️ : Mbak point

👩 : mbak palm sugar latte ya, 1 shot aja lainnya normal
🦸‍♀️ : baik ka, pembayar pake apa?
👩 : pake qris shopee mba
🦸‍♀️ : mau nuker yg 1 rupi",72460,33720.0,687.0,1154.0,negative,https://x.com/txtharihariWNI/status/2062313379323134305,2026-06-03 23:20:00+00:00
x,"Gua tegasin sekali lagi ya, kasus di POLITEKNIK NEGERI JAKARTA a.k.a PNJ bukan cuma KISSING SEJENIS doang! Sebelum nya ada kasus KS yang sampe hari ini BUNGKAM. cuma bedanya yang KISSING di DO &amp; y",70537,46633.0,207.0,12268.0,positive,https://x.com/alzibukanalji/status/2061919922603937935,2026-06-02 21:16:32+00:00
tiktok,"siapa yang ingin berdiri tegak dimasa-masa sulit, perbanyaklah Dzikrulloh. #hananattaki #ustadzhananattaki #kajianustadzhananattaki #ayahamanah #sharingtime",68652,52800.0,350.0,6756.0,negative,https://www.tiktok.com/@kajian.ust.hanan.attaki/video/7617412908158520596,2026-06-08 22:50:37.289685
