platform,content,engagement,likes,comments,shares,sentiment,url,date
instagram,"All systems go! 💪

#PRNJohor",2043,2016.0,27.0,0,positive,https://www.instagram.com/p/DZzsYYCGrFx/,2026-06-20 12:28:37+00:00
instagram,"Meskipun hubungan politik antara Pas dan Pribumi Bersatu Malaysia (Bersatu) kini tidak lagi sehaluan, namun Ahli Dewan Undangan Negeri (ADUN) kedua-dua parti pembangkang itu dilihat tampil senada apab",1240,1203.0,37.0,0,negative,https://www.instagram.com/p/DZwiAPMILX3/,2026-06-19 07:00:14+00:00
instagram,"POLITIK | Sebarang aktiviti atau mesyuarat yang menggunakan nama Perikatan Nasional (PN) tidak boleh dilaksanakan melainkan dengan keizinan Pengerusi, Datuk Seri Dr Ahmad Samsuri Mokhtar.⠀
⠀
#BuletinT",555,511.0,44.0,0,neutral,https://www.instagram.com/p/DZyTS9Ljn9S/,2026-06-19 23:30:20+00:00
instagram,Pakatan Harapan (PH) tidak menamakan calon Menteri Besar Johor sekiranya menang pilihan raya negeri (PRN) kerana tidak ghairah bermain politik persepsi atau menjadikan isu itu sebagai modal meraih und,326,224.0,102.0,0,negative,https://www.instagram.com/p/DZyjSglR0xD/,2026-06-20 01:50:00+00:00
instagram,"Kes Hina Wanita Bertudung: Ahli Majlis BN MCA Pontian Tutup Akaun FB

1. Semalam ada pihak dedahkan tentang seorang individu bernama Ching Kong Lee.

2. Individu ini telah menyunting poster dan memuat",320,285.0,35.0,0,negative,https://www.instagram.com/p/DZwt7CbP3Zy/,2026-06-19 08:44:25+00:00
instagram,"Menjelang Pilihan Raya Negeri (PRN) Negeri Sembilan, timbul desakan daripada sebahagian pemimpin dan akar umbi tempatan supaya kerusi Dewan Undangan Negeri (DUN) Temiang diserahkan semula kepada UMNO ",214,208.0,6.0,0,positive,https://www.instagram.com/p/DZuujnIxa6o/,2026-06-18 14:11:31+00:00
instagram,"Bila Sombong Mengatasi Akal: Kisah Onn Hafiz dan Calon MB Johor

1. Dalam laporan berita pertama, dia desak supaya PH umum siapa calon MB Johor.

2. Kata dia, rakyat berhak tahu. Rakyat mesti diberi p",207,185.0,22.0,0,negative,https://www.instagram.com/p/DZypPjlvJbc/,2026-06-20 02:42:00+00:00
instagram,"Pemilihan calon Menteri Besar Johor daripada PH hanya akan ditentukan oleh majlis tertinggi gabungan itu selepas keputusan PRN Johor diketahui.

Timbalan Pengerusi PH, Anthony Loke Siew Fook berkata, ",148,98.0,50.0,0,negative,https://www.instagram.com/p/DZz0jhXDKx_/,2026-06-20 13:40:03+00:00
instagram,AMK Says Questions on Felda Settlers’ Day Postponement Should Be Directed to Felda Chairman: PADANG RENGAS: Angkatan Muda Keadilan (AMK) has insisted that questions surrounding the postponement of the,110,110.0,0,0,neutral,https://www.instagram.com/p/DZxNLBzmsLo/,2026-06-19 13:18:15+00:00
instagram,Pakatan Harapan (PH) yang masih belum menamakan calon Menteri Besar menjelang Pilihan Raya Negeri (PRN) Johor didakwa tidak mempunyai calon berkaliber atau berwibawa yang mampu menggalas tanggungjawab,92,84.0,8.0,0,negative,https://www.instagram.com/p/DZzhTbbxikg/,2026-06-20 10:51:55+00:00
