platform,post_content,comment_content,engagement,sentiment,date
threads,,"Orang Johor especially Batu Pahat ni we are sejenis cepat sangat sayang semua orang nak bagi semua vibe happy and selesa tapi. 
Tapi kalau ada yg sedikittttt pun kurang ajar .. anginnya lain sikit ya ",5159,neutral,NaT
x,,"@biduanssa Jujur masih ga nyangka ada mertua sejahat itu, padahal dia juga perempuan, bisa-bisanya mulutnya jahat kaya gitu, kaya ga ada otak sm hati",2954,negative,NaT
x,,"@biduanssa amit2 semoga para perempuan dijauhkan dari mertua julid, rese, ngerendahin ginii",1119,neutral,NaT
x,,"Mei 2026, Deddy ngomong di podcastnya sendiri: 

""Waktu itu saya bela mati-matian MBG... saya menyesal. Supply chain berantakan, anggaran bocor di lapangan, nggak ada piloting."" 

Ini bukan oposan yan",837,negative,NaT
x,,"@biduanssa Sebel banget bacanya. Lakinya ngapain, kok yang masuk ibunya. Lemes banget lagi mulutnya. Si bumil cuma senyum tipis pasti udah biasa banget tuh dengerin omongan mertuanya.",742,negative,NaT
threads,,"Bismillah, hi saya nak tolong suami promote kan bisnes dia.. ada warga johor dalam ni? kalau nampak boleh tekan like atau repost? kot ada yang berminat boleh pm saya ya, terima kasih semua orang🫶🏼",678,positive,NaT
x,,"@dimarsasongko98 Tapi jutaan orang masih nonton yutubnya di Pe'a jadi dia tetep kaya dan ga ngerasain efek apapun dari kelakuannya.
Masyarakat kita emang goblok2 kok.",662,negative,NaT
threads,,"Kalau awak jb
1- pergi kat pjbt agama jb, minta checklist
2- amik kursus kahwin
3- buat appt dkt my sejahtera utk hiv
4- buat appt kt pjbt agama(better buat appt pagi)
5- lengkapkan semua dlm checklis",587,negative,NaT
threads,,korang yang mana nak kawin tahun 2026/2027 nak tanya ni mana yang dah start isi borang nak nikah . Ada tak yang dia orang johor & partner pun orang johor ( lain “ daerah ) boleh tak share step “ yang ,399,negative,NaT
threads,,"Two reasons why Bitcoin is crashing rn:

1) Macro - Bitcoin is not, and never has been, an inflation edge. Anyone who says that is either ignorant of its history and/or lying to you. In fact, crypto i",348,negative,NaT
x,,"@biduanssa Waktu melahirkan, ranjang sebelah diisi ibu yg nggak bisa makan apa2 di trimester awal. Terus diinfus pun dia ttp muntah2. Nggak tau gmn, tp dokter mau masang 2 infus. 

Sepanjang waktu ist",299,positive,NaT
x,,@dimarsasongko98 letkol giveaway tobat tapi gak pernah minta maaf atas pernyataan beliau,232,negative,NaT
threads,,"Presiden PAS akui kagum dengan krisis istana Negeri Sembilan.

“Kalau tahu dulu, lepas isytihar cukup jumlah terus pergi Melaka” ujarnya kesal",150,negative,NaT
threads,,"2) MSTR - Michael Saylor’s firm has bet the farm on BTC by purchasing massive amounts of it, some ~800,000 coins. Where does it get the money? By issuing debt (such as convertible notes), preferred st",110,neutral,NaT
