Platform,Type,ID,Text,URL,Sentiment,Date,likes,shares,comments_count,views,sentiment_score,total_engagement,engagement_score,author,author_followers
tiktok,post,7639451389986376991,Adding a pool to our driveway for our waste management & delivery drivers 🌊🌴😂#deliverydriver #thankyou #snacks #community,https://www.tiktok.com/@kayleighandmatt/video/7639451389986376991,neutral,2026-05-24T23:23:13.346296,3300000,18900,12100,36500000,0.0,3696000,3410600.0,,
tiktok,post,7251618431886216454,Negara bebas sampah.. #thecommentkure  #recycle #sampah #singapore #wastemanagement #polusi,https://www.tiktok.com/@thecommentkure/video/7251618431886216454,neutral,2026-05-24T23:23:30.987905,431000,6203,4668,7400000,0.0,515871,464810.0,,
tiktok,post,7334096809217805614,Waste management 2024👎🏼👎🏼,https://www.tiktok.com/@tar_bear05/video/7334096809217805614,neutral,2026-05-24T23:23:11.025605,398900,10200,2028,6700000,0.0,478128,432084.0,,
tiktok,post,7334190855718309162,"the mud won…
 #wastemanagement #wmo #wastemanagementopen #scottsdale",https://www.tiktok.com/@karahenny/video/7334190855718309162,neutral,2026-05-24T23:23:14.355282,257800,23300,2032,5400000,0.0,337132,315896.0,,
tiktok,post,7633750153307950338,You stay within the family. #sopranos #thesopranos #tonysoprano #jamesgandolfini,https://www.tiktok.com/@tommy.brood/video/7633750153307950338,neutral,2026-05-24T23:23:28.534387,241800,3694,165,2200000,0.0,267659,251883.0,,
tiktok,post,7603421766676991262,Inject this in my veins 🫡 #USA #WMPO #wastemanagement #nationalanthem #handshakebets,https://www.tiktok.com/@handshakebets/video/7603421766676991262,neutral,2026-05-24T23:23:14.992548,226200,10400,673,2300000,0.0,260273,251319.0,,
tiktok,post,7599133211226066196,"Lain kali jgn marah2 kan takpasal2 kene naik lori @KDEB Waste Management 
#fypシ #fyp",https://www.tiktok.com/@mark_warn/video/7599133211226066196,neutral,2026-05-24T23:23:17.000578,160600,15100,1202,4000000,0.0,216902,198406.0,,
tiktok,post,7334416220004814123,#wastemanagement #wastemanagementopen #golftiktok #wmopen @ziregolf @beerholegolf @GolfGuys,https://www.tiktok.com/@markymark7524/video/7334416220004814123,neutral,2026-05-24T23:23:26.157580,115600,1096,510,2000000,0.0,137206,121322.0,,
tiktok,post,7464837112303602951,#berbagi #cara #tiktok,https://www.tiktok.com/@agusmulyadi060122/video/7464837112303602951,neutral,2026-05-24T23:23:27.860266,42300,19000,5088,9900000,0.0,165388,105464.0,,
tiktok,post,7366646338232126763,"Keep your trash bins secure 🔒♻️ These innovative locks only open when tilted by a garbage truck, ensuring safety and efficiency. 

Available Now: Franzen Gravity Locks

Follow @gadgetglimpse to discover more interesting products.

#TrashCan #Gargabe #GarbageTruck #WasteManagement #Raccoon",https://www.tiktok.com/@gadgetglimpse/video/7366646338232126763,neutral,2026-05-24T23:23:51.059946,92600,1636,1069,3500000,0.0,130305,102579.0,,
tiktok,post,7639283373348752658,#affiliate #affiliatepemula #affiliatemarketing #affiliatetiktok,https://www.tiktok.com/@maimaaa29/video/7639283373348752658,neutral,2026-05-24T23:23:48.568511,36300,7286,11100,1100000,0.0,65686,85272.0,,
tiktok,post,7334014204690828590,#wmopen2024 #16thhole #cupsnake,https://www.tiktok.com/@corrie_beth/video/7334014204690828590,neutral,2026-05-24T23:23:41.619482,60900,9194,0,2200000,0.0,92094,81488.0,,
tiktok,post,7607475979677650196,#studentlife #fyp #unemployment #environmentalscience,https://www.tiktok.com/@uhm.mahlatse102/video/7607475979677650196,neutral,2026-05-24T23:23:26.830365,69200,1206,251,520400,0.0,75861,72885.4,,
tiktok,post,7584958220771282190,"Reduce, Reuse, Recycle bro ♻️ #landfill #coffinbutte #reducereuserecycle #reducewaste",https://www.tiktok.com/@trashpanda.junkremoval/video/7584958220771282190,neutral,2026-05-24T23:23:35.212353,53000,811,1788,648000,0.0,62079,60634.0,,
tiktok,post,7574463651340373270,How many times did you yawn during this GRWM? 😂🫠 (p.s. I am okay I just hurt my eye) #grwm #grwmmakeup #getreadywithme #hair #work,https://www.tiktok.com/@izzydavey99/video/7574463651340373270,neutral,2026-05-24T23:23:44.544018,44000,576,200,712100,0.0,51897,46464.1,,
tiktok,post,7604577903552007455,Everyone cheering him on🤣 #fyp #wastemanagement #phoenixopen #phoenix #pranks,https://www.tiktok.com/@danijackel_/video/7604577903552007455,neutral,2026-05-24T23:23:26.496084,26800,2037,150,714500,0.0,36132,32038.5,,
tiktok,post,7642486780263992597,"please
my account
follow
#foryou #fyp #100k #foryou #fyp",https://www.tiktok.com/@naveed..ali..804/video/7642486780263992597,neutral,2026-05-24T23:23:41.289991,18800,4728,126,1500000,0.0,38654,30134.0,,
