platform,post_content,comment_content,engagement,sentiment,date
threads,,"Masih fit to focus on driving @ 100. That’s our beloved negarawan al-Mujaddid Tun Dr. Mahathir Mohamad @chedetofficial 

Walau difitnah sakau bilion2, beliau masih ada dlm negara. Tak lari mana2. Data",1874,positive,NaT
threads,,"Ya, semua PM berhutang, tapi soalnya: untuk apa dan bagaimana?
 Najib: hutang tinggi, tapi projek mega & BR1M jalan.
Muhyiddin/Ismail: hutang naik sebab COVID, bantu rakyat.
Anwar? Hutang tetap naik, ",1624,negative,NaT
threads,,Datuk Dr. Zulkifli Mohamad al-Bakri semasa belajar di Syria ramai penuntut ilmu Malaysia gelar dia perpustakaan bergerak. Rujukan ramai pelajar disana. Dkt Malaysia ada orang gelar dia lebai-lebai bod,1496,negative,NaT
threads,,"“Zaman Tok Guru Nik Aziz mula-mula tadbir Kelantan, ada pihak anjur pesta minum arak, untuk provok kerajaan PAS. Tok Guru kata silakan, minumlah sampai pecah perut. Kemudian penganjur terus batalkan, ",722,negative,NaT
threads,,Sebahagian orang kita tak baca ke? Tak ikut ke perkembangan negara negara jiran? Di Asean ini ada negara yang sudah catu minyak mereka. Ada negara yang 4% stesen minyak sudah ditutup. Ada negara yang ,609,negative,NaT
threads,,Kalau skrg ni anuar pembankang aku yakin 500% dia pasti ajak rakyat berguling bergulung atas jalan kerana harga minyak naik,547,negative,NaT
threads,,"Khairy Jamaluddin @khairykj patut menyasar kawasan Parlimen Kepala Batas.

Inilah masanya untuk beliau rampas semula kubu kuat Allahyarham Tun Abdullah Ahmad Badawi. Salah seorang bekas PM yang paling",233,negative,NaT
threads,,"Apa punya comparison lah ni, knapa tk sebut pasal MySara, MYKasih, bantuan kewangan, kenaikkan gaji penjawat awam, bantuan sekolah, hutang 1MDB and etc. 

Kau ada mana ni? Dalam gua ka? Dah 2025 kot, ",230,neutral,NaT
threads,,"Krisis Negeri Sembilan.

Anwar, Zahid, Loke dan Saifuddin adakan pertemuan tadi . Semua jumpa happy2 gelak2 je. Mungkin tengah gelakkan PAS kot. 

Anwar juga ada bagitau sesuatu pada Zahid.

Apapun, h",208,positive,NaT
threads,,"MARANG, 22 Mei - Presiden PAS, Tan Sri Abdul Hadi Awang menyifatkan tindakan dua Ahli Dewan Undangan Negeri (ADUN) Parti Pribumi Bersatu Malaysia (BERSATU) di Negeri Sembilan menarik balik Akuan Bersu",194,positive,NaT
threads,,Muhyiddin bantu rakyat ke bantu menantu? Musibat,189,neutral,NaT
threads,,"Tak habis habis borak pasal BR1M.  Cerita lah pasal kes scandal 1MDB. Cerita lah betapa gagal nya Najib razak sampai pecat menteri kabinet, Pasal Jho Low.

Duk cerita pasal positif yg najib dengan muh",183,neutral,NaT
threads,,Dia yg naikkan lepas tu melalak MCM org lain yg salah...hahaha..lepas tu nak salahkan rakyat..patut la hari hari kena maki hamun sumpah dgn rakyat je ....😆,102,neutral,NaT
threads,,Haha bila najib dgn yidin tiba2 ada bantu rakyat. Anwar punya banya STR SARA semua tak sebut. Bias.,101,negative,NaT
threads,,Jangan lupa pencen dah kena mansuh. Kesian ramai orang Melayu yang kerja kerajaan.,85,neutral,NaT
threads,,"Dah naikkan harga diesel kaw2, pastu koyak merentan.... Apa jenis PM la ni.... Dulu hebat kata ada formula, guna lah formula2 hebat tu... Ke kencing je...",73,neutral,NaT
threads,,Useless PM in history maybe,72,neutral,NaT
threads,,Itulah akhir zmn...org yg mengajak ke jln yg benar dikeji & dihina manakala org munafik dijunjung & dijulang...semoga ank cucu kita xtermasuk dlm golongan tu,62,negative,NaT
threads,,Lepastu ramai pulak dok up status menyokong penghina ulama 😔,62,negative,NaT
threads,,Naikkan gaji penjawat awam sj rm18bilion..sara rm100 setiap bulan dah brp bilion..benda mcmtu direct dpt dekat rakyat..blh isi perut..projek mega ko nak buat apa…stakat bangga blh kenyang ka,61,negative,NaT
facebook,,"Yb Kepala batas,u make us know PAS really is a low standard party",60,negative,2023-11-10 07:37:17+00:00
threads,,anwar berhutang demi potensi..haha,57,neutral,NaT
threads,,Faham. Sedap je gelar orang lebai bodoh sebab keluarkan fatwa. Dia ingat fatwa tu dikeluarkan pakai tekak sorang je ke. Padahal dia yang bodoh. Dia dengan kakak loyer dia betul ada penyakit hati,57,negative,NaT
threads,,,55,neutral,NaT
threads,,Bayar hutang bosskur dah 48 biliun..,54,neutral,NaT
threads,,"Kenapa harga minyak naik? 
“Sebab kamu tak reti jaga negara”

Kenapa harga minyak tak turun?
“Sebab saya belum jadi Perdana Menteri”

Kenapa dah jadi Perdana Menteri pun harga minyak naik?
“Sebab kamu",52,negative,NaT
threads,,"Wei serious la. pling ska Dr. Zul kut dari jd mufti wilayah pastu ke menteri agama.Time tu best je rsa. 

Geram bethul lah skrg ni. 
Dlu bunyi skit dh msuk dlm cage. Skrg enabler byk bethol.",48,neutral,NaT
threads,,Mahiadin bantu rakyat sampai rakyat kena angkat bendera putih? Lepas tu dia buat main org yang angkat bendera putih tu?,47,negative,NaT
threads,,Saya setuju .. x nampak pg mana .. nampak farhash je kaya raya,46,positive,NaT
threads,,"Aduhai… nila jadinya bila rakyat tutup mata pada pemimpin yg serkau duit rakyat…tp x suka pada pemimpin yg x makan rasuah, lawan rasuah… buta pada kebaikan tp celik pada kejahatan dan menghalalkan seg",45,negative,NaT
threads,,,38,neutral,NaT
threads,,Astghfirullah…ada hadis melarang orang menghina ulamak,35,neutral,NaT
facebook,,Kalau boleh nama² yang disebut Mastura turut sama menyaman atas kes yang sama.,32,negative,2023-11-10 06:29:57+00:00
threads,,Mahiadin bantu rakyat guna duit KWSP rakyat🤣 Najib punya penangan sampai sekarang kena bayar hutang 1MDB..,32,neutral,NaT
threads,,Tin kosong mmg bunyi kuat dan gempak. Sama jgk mcm otak.,32,positive,NaT
threads,,"Sape2 yg guna dalil ni utk counter kes arak motac tu nampak sngat x kenal tok guru. 
Korang ingat tok guru ni lembut ke? Facts is, tok guru is more tegas dri tok guru haji hadi. 
Dulu, kalau perasan k",32,neutral,NaT
facebook,,Saman jer YB.. we all support u,29,positive,2023-11-10 06:32:52+00:00
threads,,"Najib : hutang tinggi, projek mega. Sakau pun mega. Hutang 1mdb menimbun tak terbayar.
Muhyidin/ismail : hutang naik, ekonomi menguncup paras terendah. Bantu rakyat? Bendera putih ditertawa, saman pil",29,negative,NaT
threads,,"Bayangkan Malaysia ni macam Puan Hapiza (cuma contoh, pendeknya PH) yg mengambil alih syarikat bekas suami yg dh lingkup- cashflow negatif, hutang bertimbun:
Total hutang2 syarikat nampak makin tinggi",28,negative,NaT
threads,,Lupa ke yg tergiling tepi k4bln baju tuning.. siap beritahu hari ni kami memerentah esok harga minyak turun ..la nii bukan sehari seminggu berbulan dah 3 tahun minyak tak turum3..banging sangat ke...m,27,negative,NaT
threads,,"Anwar banganggggg !!! Gagal tadbir negara ! Tatakelola ke lautttt dan seorang PM
Yang Koyakkkk Mentaliti !!!!",27,negative,NaT
threads,,Tetiba Pas kau kaitkan...bengong pny umdap kakaka...kau ni byk mkn tahik wak jahid ni cai,26,neutral,NaT
facebook,,"Dear YB, please dont give her face even if she apologise.. sue her until she bankrupt…. Let it be a hard earn lesson for her and others like her…. Even i doubt it that they will learn…",25,negative,2023-11-10 08:48:15+00:00
threads,,"Tu dia cytro 3 suku dah masuk bersama CikguGPT. Non nak bayar hutang 1mdb la apa lagiiii. Tutup lubanggg, gali lubanggg.. Takat tuh ja level dia hang nak cita apa lagiiii hahahahah",25,neutral,NaT
facebook,,"Pendapat peribadi saya, jika tax boleh disalah erti ke taxi, sepertinya mustahil ia adalah rencana TSHA, tapi lebih kepada betapa ada sekumpulan atau orang tertentu di dlm parti yg berjaya meyakinkan ",23,negative,2026-02-22 22:30:48+00:00
facebook,,"Tell Anthony Loke, Nga Kor Ming, Teressa Kok and James Ngeh to sekali saman her. One person saman is not enough.",23,neutral,2023-11-10 07:18:07+00:00
threads,,,23,neutral,NaT
threads,,Fact: The best ones took medicine and engineering,23,positive,NaT
facebook,,"Pandangan saya sedikit pelik,PAS akan melantik Dr Sam sebagai Ketua Pembangkang dan ADUN Batu Buruk sebagai MB Terengganu yang baru. Mungkin agak pelik tapi ADUN Batu Buruk pernah menjadi Ketua Pemuda",22,positive,2026-02-22 21:44:57+00:00
threads,,"Sbb memang betul akan pecah perut. Mulut Tok Guru Nik Aziz nie mulut masin, kata-kata almarhum blh jadi satu doa. Kun fayakun.",22,positive,NaT
threads,,Sy bkn lahir dr islam pd awlnya .. tapi beliau Sy sgt kagum Dan sanjung tok guru Nik Aziz ...,22,positive,NaT
